zipcode18,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
36675,1057,Mobile,AL,6,Mobile,AL
36685,1057,Mobile,AL,6,Mobile,AL
36688,1057,Mobile,AL,6,Mobile,AL
36689,1057,Mobile,AL,6,Mobile,AL
36691,1057,Mobile,AL,6,Mobile,AL
36693,1057,Mobile,AL,6,Mobile,AL
36695,1057,Mobile,AL,6,Mobile,AL
36701,1075,Selma,AL,1,Birmingham,AL
36702,1075,Selma,AL,1,Birmingham,AL
36703,1075,Selma,AL,1,Birmingham,AL
36720,1075,Selma,AL,1,Birmingham,AL
36722,1080,Thomasville,AL,6,Mobile,AL
36723,1075,Selma,AL,1,Birmingham,AL
36726,1016,Camden,AL,1,Birmingham,AL
36727,1080,Thomasville,AL,6,Mobile,AL
36728,1075,Selma,AL,1,Birmingham,AL
36732,1025,Demopolis,AL,1,Birmingham,AL
36736,1080,Thomasville,AL,6,Mobile,AL
36738,1025,Demopolis,AL,1,Birmingham,AL
36740,1025,Demopolis,AL,1,Birmingham,AL
36741,1016,Camden,AL,1,Birmingham,AL
36742,1025,Demopolis,AL,1,Birmingham,AL
36744,1082,Tuscaloosa,AL,9,Tuscaloosa,AL
36745,1025,Demopolis,AL,1,Birmingham,AL
36748,1025,Demopolis,AL,1,Birmingham,AL
36749,1075,Selma,AL,1,Birmingham,AL
36750,1075,Selma,AL,1,Birmingham,AL
36751,1080,Thomasville,AL,6,Mobile,AL
36752,1059,Montgomery,AL,7,Montgomery,AL
36753,1016,Camden,AL,1,Birmingham,AL
36754,1075,Selma,AL,1,Birmingham,AL
36756,1075,Selma,AL,1,Birmingham,AL
36758,1075,Selma,AL,1,Birmingham,AL
36759,1075,Selma,AL,1,Birmingham,AL
36761,1075,Selma,AL,1,Birmingham,AL
36763,1025,Demopolis,AL,1,Birmingham,AL
36764,1080,Thomasville,AL,6,Mobile,AL
36765,1082,Tuscaloosa,AL,9,Tuscaloosa,AL
36766,1016,Camden,AL,1,Birmingham,AL
36767,1075,Selma,AL,1,Birmingham,AL
36768,1016,Camden,AL,1,Birmingham,AL
36769,1080,Thomasville,AL,6,Mobile,AL
36773,1075,Selma,AL,1,Birmingham,AL
36775,1075,Selma,AL,1,Birmingham,AL
36776,1082,Tuscaloosa,AL,9,Tuscaloosa,AL
36782,1080,Thomasville,AL,6,Mobile,AL
36783,1075,Selma,AL,1,Birmingham,AL
36784,1080,Thomasville,AL,6,Mobile,AL
36785,1075,Selma,AL,1,Birmingham,AL
36786,1075,Selma,AL,1,Birmingham,AL
36790,1075,Selma,AL,1,Birmingham,AL
36792,1019,Centreville,AL,9,Tuscaloosa,AL
36793,1075,Selma,AL,1,Birmingham,AL
36801,1064,Opelika,AL,1,Birmingham,AL
36802,1064,Opelika,AL,1,Birmingham,AL
36803,1064,Opelika,AL,1,Birmingham,AL
36804,1064,Opelika,AL,1,Birmingham,AL
36830,1064,Opelika,AL,1,Birmingham,AL
36831,1064,Opelika,AL,1,Birmingham,AL
36832,1064,Opelika,AL,1,Birmingham,AL
36849,1064,Opelika,AL,1,Birmingham,AL
36850,1064,Opelika,AL,1,Birmingham,AL
36851,11032,Columbus,GA,146,Columbus,GA
36852,1064,Opelika,AL,1,Birmingham,AL
36853,1023,Dadeville,AL,1,Birmingham,AL
36854,1084,Valley,AL,1,Birmingham,AL
36855,11073,La Grange,GA,144,Atlanta,GA
36856,1068,Phenix City,AL,146,Columbus,GA
36858,11032,Columbus,GA,146,Columbus,GA
36859,11032,Columbus,GA,146,Columbus,GA
36860,11032,Columbus,GA,146,Columbus,GA
36861,1064,Opelika,AL,1,Birmingham,AL
36862,1064,Opelika,AL,1,Birmingham,AL
36863,1084,Valley,AL,1,Birmingham,AL
36865,1064,Opelika,AL,1,Birmingham,AL
36866,1064,Opelika,AL,1,Birmingham,AL
36867,1068,Phenix City,AL,146,Columbus,GA
36868,1068,Phenix City,AL,146,Columbus,GA
36869,1068,Phenix City,AL,146,Columbus,GA
36870,1068,Phenix City,AL,146,Columbus,GA
36871,11032,Columbus,GA,146,Columbus,GA
36872,1064,Opelika,AL,1,Birmingham,AL
36874,1064,Opelika,AL,1,Birmingham,AL
36875,11032,Columbus,GA,146,Columbus,GA
36877,1068,Phenix City,AL,146,Columbus,GA
36879,1064,Opelika,AL,1,Birmingham,AL
36901,25056,Meridian,MS,260,Meridian,MS
36904,25056,Meridian,MS,260,Meridian,MS
36907,25056,Meridian,MS,260,Meridian,MS
36908,25056,Meridian,MS,260,Meridian,MS
36910,25056,Meridian,MS,260,Meridian,MS
36912,25056,Meridian,MS,260,Meridian,MS
36913,25056,Meridian,MS,260,Meridian,MS
36915,25056,Meridian,MS,260,Meridian,MS
36916,25056,Meridian,MS,260,Meridian,MS
36919,25056,Meridian,MS,260,Meridian,MS
36921,25056,Meridian,MS,260,Meridian,MS
36922,25056,Meridian,MS,260,Meridian,MS
36925,25056,Meridian,MS,260,Meridian,MS
37010,44084,Springfield,TN,380,Nashville,TN
37011,44063,Nashville,TN,380,Nashville,TN
37012,44079,Smithville,TN,380,Nashville,TN
37013,44063,Nashville,TN,380,Nashville,TN
37014,44026,Franklin,TN,380,Nashville,TN
37015,44096,Ashland City,TN,380,Nashville,TN
37016,44094,Woodbury,TN,380,Nashville,TN
37018,44054,Manchester,TN,380,Nashville,TN
37019,44048,Lewisburg,TN,380,Nashville,TN
37020,44062,Murfreesboro,TN,380,Nashville,TN
37022,44028,Gallatin,TN,380,Nashville,TN
37023,44010,Clarksville,TN,380,Nashville,TN
37024,44063,Nashville,TN,380,Nashville,TN
37025,44018,Dickson,TN,380,Nashville,TN
37026,44094,Woodbury,TN,380,Nashville,TN
37027,44063,Nashville,TN,380,Nashville,TN
37028,44010,Clarksville,TN,380,Nashville,TN
37029,44018,Dickson,TN,380,Nashville,TN
37030,44006,Carthage,TN,380,Nashville,TN
37031,44028,Gallatin,TN,380,Nashville,TN
37032,44084,Springfield,TN,380,Nashville,TN
37033,44008,Centerville,TN,380,Nashville,TN
37034,44048,Lewisburg,TN,380,Nashville,TN
37035,44096,Ashland City,TN,380,Nashville,TN
37036,44018,Dickson,TN,380,Nashville,TN
37037,44062,Murfreesboro,TN,380,Nashville,TN
37040,44010,Clarksville,TN,380,Nashville,TN
37041,44010,Clarksville,TN,380,Nashville,TN
37042,44010,Clarksville,TN,380,Nashville,TN
37043,44010,Clarksville,TN,380,Nashville,TN
37044,44010,Clarksville,TN,380,Nashville,TN
37046,44026,Franklin,TN,380,Nashville,TN
37047,44048,Lewisburg,TN,380,Nashville,TN
37048,44053,Madison,TN,380,Nashville,TN
37049,44084,Springfield,TN,380,Nashville,TN
37050,44022,Erin,TN,380,Nashville,TN
37051,44018,Dickson,TN,380,Nashville,TN
37052,44010,Clarksville,TN,380,Nashville,TN
37055,44018,Dickson,TN,380,Nashville,TN
37056,44018,Dickson,TN,380,Nashville,TN
37057,44006,Carthage,TN,380,Nashville,TN
37058,44010,Clarksville,TN,380,Nashville,TN
37059,44079,Smithville,TN,380,Nashville,TN
37060,44062,Murfreesboro,TN,380,Nashville,TN
37061,44022,Erin,TN,380,Nashville,TN
37062,44063,Nashville,TN,380,Nashville,TN
37063,44062,Murfreesboro,TN,380,Nashville,TN
37064,44026,Franklin,TN,380,Nashville,TN
37065,44026,Franklin,TN,380,Nashville,TN
37066,44028,Gallatin,TN,380,Nashville,TN
37067,44063,Nashville,TN,380,Nashville,TN
37068,44026,Franklin,TN,380,Nashville,TN
37069,44026,Franklin,TN,380,Nashville,TN
37070,44053,Madison,TN,380,Nashville,TN
37071,44063,Nashville,TN,380,Nashville,TN
37072,44053,Madison,TN,380,Nashville,TN
37073,44084,Springfield,TN,380,Nashville,TN
37074,44032,Hartsville,TN,380,Nashville,TN
37075,44033,Hendersonville,TN,380,Nashville,TN
37076,44063,Nashville,TN,380,Nashville,TN
37077,44033,Hendersonville,TN,380,Nashville,TN
37078,44090,Waverly,TN,380,Nashville,TN
37079,44010,Clarksville,TN,380,Nashville,TN
37080,44063,Nashville,TN,380,Nashville,TN
37082,44063,Nashville,TN,380,Nashville,TN
37083,44045,Lafayette,TN,380,Nashville,TN
37085,44062,Murfreesboro,TN,380,Nashville,TN
37086,44063,Nashville,TN,380,Nashville,TN
37087,44047,Lebanon,TN,380,Nashville,TN
37088,44047,Lebanon,TN,380,Nashville,TN
37089,44063,Nashville,TN,380,Nashville,TN
37090,44047,Lebanon,TN,380,Nashville,TN
37091,44048,Lewisburg,TN,380,Nashville,TN
37095,44079,Smithville,TN,380,Nashville,TN
37096,44050,Linden,TN,380,Nashville,TN
37097,44050,Linden,TN,380,Nashville,TN
37098,44018,Dickson,TN,380,Nashville,TN
37101,44018,Dickson,TN,380,Nashville,TN
37110,44058,McMinnville,TN,380,Nashville,TN
37111,44058,McMinnville,TN,380,Nashville,TN
37115,44053,Madison,TN,380,Nashville,TN
37116,44053,Madison,TN,380,Nashville,TN
37118,44062,Murfreesboro,TN,380,Nashville,TN
37119,44070,Portland,TN,380,Nashville,TN
37121,44063,Nashville,TN,380,Nashville,TN
37122,44063,Nashville,TN,380,Nashville,TN
37127,44062,Murfreesboro,TN,380,Nashville,TN
37128,44062,Murfreesboro,TN,380,Nashville,TN
37129,44062,Murfreesboro,TN,380,Nashville,TN
37130,44062,Murfreesboro,TN,380,Nashville,TN
37131,44062,Murfreesboro,TN,380,Nashville,TN
37132,44062,Murfreesboro,TN,380,Nashville,TN
37133,44062,Murfreesboro,TN,380,Nashville,TN
37134,44090,Waverly,TN,380,Nashville,TN
37135,44063,Nashville,TN,380,Nashville,TN
37136,44047,Lebanon,TN,380,Nashville,TN
37137,44008,Centerville,TN,380,Nashville,TN
37138,44053,Madison,TN,380,Nashville,TN
37140,44008,Centerville,TN,380,Nashville,TN
37141,44084,Springfield,TN,380,Nashville,TN
37142,44010,Clarksville,TN,380,Nashville,TN
37143,44063,Nashville,TN,380,Nashville,TN
37144,44025,Fayetteville,TN,5,Huntsville,AL
37145,44006,Carthage,TN,380,Nashville,TN
37146,44063,Nashville,TN,380,Nashville,TN
37148,44070,Portland,TN,380,Nashville,TN
37149,44062,Murfreesboro,TN,380,Nashville,TN
37150,44045,Lafayette,TN,380,Nashville,TN
37151,44006,Carthage,TN,380,Nashville,TN
37152,44084,Springfield,TN,380,Nashville,TN
37153,44062,Murfreesboro,TN,380,Nashville,TN
37160,44078,Shelbyville,TN,380,Nashville,TN
37161,44078,Shelbyville,TN,380,Nashville,TN
37162,44078,Shelbyville,TN,380,Nashville,TN
37165,44018,Dickson,TN,380,Nashville,TN
37166,44079,Smithville,TN,380,Nashville,TN
37167,44063,Nashville,TN,380,Nashville,TN
37171,44010,Clarksville,TN,380,Nashville,TN
37172,44084,Springfield,TN,380,Nashville,TN
37174,44026,Franklin,TN,380,Nashville,TN
37175,44022,Erin,TN,380,Nashville,TN
37178,44022,Erin,TN,380,Nashville,TN
37179,44026,Franklin,TN,380,Nashville,TN
37180,44078,Shelbyville,TN,380,Nashville,TN
37181,44018,Dickson,TN,380,Nashville,TN
37183,44078,Shelbyville,TN,380,Nashville,TN
37184,44047,Lebanon,TN,380,Nashville,TN
37185,44090,Waverly,TN,380,Nashville,TN
37186,44028,Gallatin,TN,380,Nashville,TN
37187,44018,Dickson,TN,380,Nashville,TN
37188,44053,Madison,TN,380,Nashville,TN
37189,44063,Nashville,TN,380,Nashville,TN
37190,44094,Woodbury,TN,380,Nashville,TN
37191,44010,Clarksville,TN,380,Nashville,TN
37201,44063,Nashville,TN,380,Nashville,TN
37202,44063,Nashville,TN,380,Nashville,TN
37203,44063,Nashville,TN,380,Nashville,TN
37204,44063,Nashville,TN,380,Nashville,TN
37205,44063,Nashville,TN,380,Nashville,TN
37206,44063,Nashville,TN,380,Nashville,TN
37207,44063,Nashville,TN,380,Nashville,TN
37208,44063,Nashville,TN,380,Nashville,TN
37209,44063,Nashville,TN,380,Nashville,TN
37210,44063,Nashville,TN,380,Nashville,TN
37211,44063,Nashville,TN,380,Nashville,TN
37212,44063,Nashville,TN,380,Nashville,TN
37213,44063,Nashville,TN,380,Nashville,TN
37214,44063,Nashville,TN,380,Nashville,TN
37215,44063,Nashville,TN,380,Nashville,TN
37216,44063,Nashville,TN,380,Nashville,TN
37217,44063,Nashville,TN,380,Nashville,TN
37218,44063,Nashville,TN,380,Nashville,TN
37219,44063,Nashville,TN,380,Nashville,TN
37220,44063,Nashville,TN,380,Nashville,TN
37221,44063,Nashville,TN,380,Nashville,TN
37222,44063,Nashville,TN,380,Nashville,TN
37224,44063,Nashville,TN,380,Nashville,TN
37227,44063,Nashville,TN,380,Nashville,TN
37228,44063,Nashville,TN,380,Nashville,TN
37229,44063,Nashville,TN,380,Nashville,TN
37230,44063,Nashville,TN,380,Nashville,TN
37232,44063,Nashville,TN,380,Nashville,TN
37234,44063,Nashville,TN,380,Nashville,TN
37235,44063,Nashville,TN,380,Nashville,TN
37236,44063,Nashville,TN,380,Nashville,TN
37238,44063,Nashville,TN,380,Nashville,TN
37240,44063,Nashville,TN,380,Nashville,TN
37241,44063,Nashville,TN,380,Nashville,TN
37242,44063,Nashville,TN,380,Nashville,TN
37243,44063,Nashville,TN,380,Nashville,TN
37244,44063,Nashville,TN,380,Nashville,TN
37246,44063,Nashville,TN,380,Nashville,TN
37250,44063,Nashville,TN,380,Nashville,TN
37301,44058,McMinnville,TN,380,Nashville,TN
37302,44009,Chattanooga,TN,373,Chattanooga,TN
37303,44001,Athens,TN,377,Knoxville,TN
37304,44009,Chattanooga,TN,373,Chattanooga,TN
37305,44058,McMinnville,TN,380,Nashville,TN
37306,44093,Winchester,TN,380,Nashville,TN
37307,44011,Cleveland,TN,373,Chattanooga,TN
37308,44011,Cleveland,TN,373,Chattanooga,TN
37309,44011,Cleveland,TN,373,Chattanooga,TN
37310,44011,Cleveland,TN,373,Chattanooga,TN
37311,44011,Cleveland,TN,373,Chattanooga,TN
37312,44011,Cleveland,TN,373,Chattanooga,TN
37313,44093,Winchester,TN,380,Nashville,TN
37314,44085,Sweetwater,TN,377,Knoxville,TN
37315,44009,Chattanooga,TN,373,Chattanooga,TN
37316,44011,Cleveland,TN,373,Chattanooga,TN
37317,44014,Copperhill,TN,373,Chattanooga,TN
37318,44093,Winchester,TN,380,Nashville,TN
37320,44011,Cleveland,TN,373,Chattanooga,TN
37321,44017,Dayton,TN,373,Chattanooga,TN
37322,44001,Athens,TN,377,Knoxville,TN
37323,44011,Cleveland,TN,373,Chattanooga,TN
37324,44093,Winchester,TN,380,Nashville,TN
37325,44024,Etowah,TN,377,Knoxville,TN
37326,44014,Copperhill,TN,373,Chattanooga,TN
37327,44009,Chattanooga,TN,373,Chattanooga,TN
37328,44025,Fayetteville,TN,5,Huntsville,AL
37329,44024,Etowah,TN,377,Knoxville,TN
37330,44093,Winchester,TN,380,Nashville,TN
37331,44024,Etowah,TN,377,Knoxville,TN
37332,44073,Rockwood,TN,377,Knoxville,TN
37333,44014,Copperhill,TN,373,Chattanooga,TN
37334,44025,Fayetteville,TN,5,Huntsville,AL
37335,44025,Fayetteville,TN,5,Huntsville,AL
37336,44011,Cleveland,TN,373,Chattanooga,TN
37337,44016,Crossville,TN,380,Nashville,TN
37338,44009,Chattanooga,TN,373,Chattanooga,TN
37339,44093,Winchester,TN,380,Nashville,TN
37340,44009,Chattanooga,TN,373,Chattanooga,TN
37341,44009,Chattanooga,TN,373,Chattanooga,TN
37342,44054,Manchester,TN,380,Nashville,TN
37343,44009,Chattanooga,TN,373,Chattanooga,TN
37345,44093,Winchester,TN,380,Nashville,TN
37347,44082,South Pittsburg,TN,373,Chattanooga,TN
37348,44025,Fayetteville,TN,5,Huntsville,AL
37349,44054,Manchester,TN,380,Nashville,TN
37350,44009,Chattanooga,TN,373,Chattanooga,TN
37351,44009,Chattanooga,TN,373,Chattanooga,TN
37352,44088,Tullahoma,TN,380,Nashville,TN
37353,44011,Cleveland,TN,373,Chattanooga,TN
37354,44085,Sweetwater,TN,377,Knoxville,TN
37355,44054,Manchester,TN,380,Nashville,TN
37356,44093,Winchester,TN,380,Nashville,TN
37357,44058,McMinnville,TN,380,Nashville,TN
37359,44025,Fayetteville,TN,5,Huntsville,AL
37360,44088,Tullahoma,TN,380,Nashville,TN
37361,44011,Cleveland,TN,373,Chattanooga,TN
37362,44011,Cleveland,TN,373,Chattanooga,TN
37363,44009,Chattanooga,TN,373,Chattanooga,TN
37364,44011,Cleveland,TN,373,Chattanooga,TN
37365,44009,Chattanooga,TN,373,Chattanooga,TN
37366,44093,Winchester,TN,380,Nashville,TN
37367,44069,Pikeville,TN,373,Chattanooga,TN
37369,44024,Etowah,TN,377,Knoxville,TN
37370,44011,Cleveland,TN,373,Chattanooga,TN
37371,44001,Athens,TN,377,Knoxville,TN
37373,44009,Chattanooga,TN,373,Chattanooga,TN
37374,44082,South Pittsburg,TN,373,Chattanooga,TN
37375,44093,Winchester,TN,380,Nashville,TN
37376,44093,Winchester,TN,380,Nashville,TN
37377,44009,Chattanooga,TN,373,Chattanooga,TN
37378,44058,McMinnville,TN,380,Nashville,TN
37379,44009,Chattanooga,TN,373,Chattanooga,TN
37380,44082,South Pittsburg,TN,373,Chattanooga,TN
37381,44073,Rockwood,TN,377,Knoxville,TN
37382,44058,McMinnville,TN,380,Nashville,TN
37383,44093,Winchester,TN,380,Nashville,TN
37384,44009,Chattanooga,TN,373,Chattanooga,TN
37385,44085,Sweetwater,TN,377,Knoxville,TN
37387,44093,Winchester,TN,380,Nashville,TN
37388,44088,Tullahoma,TN,380,Nashville,TN
37389,44054,Manchester,TN,380,Nashville,TN
37391,44014,Copperhill,TN,373,Chattanooga,TN
37394,44058,McMinnville,TN,380,Nashville,TN
37396,44009,Chattanooga,TN,373,Chattanooga,TN
37397,44009,Chattanooga,TN,373,Chattanooga,TN
37398,44093,Winchester,TN,380,Nashville,TN
37401,44009,Chattanooga,TN,373,Chattanooga,TN
37402,44009,Chattanooga,TN,373,Chattanooga,TN
37403,44009,Chattanooga,TN,373,Chattanooga,TN
37404,44009,Chattanooga,TN,373,Chattanooga,TN
37405,44009,Chattanooga,TN,373,Chattanooga,TN
37406,44009,Chattanooga,TN,373,Chattanooga,TN
37407,44009,Chattanooga,TN,373,Chattanooga,TN
37408,44009,Chattanooga,TN,373,Chattanooga,TN
37409,44009,Chattanooga,TN,373,Chattanooga,TN
37410,44009,Chattanooga,TN,373,Chattanooga,TN
37411,44009,Chattanooga,TN,373,Chattanooga,TN
37412,44009,Chattanooga,TN,373,Chattanooga,TN
37414,44009,Chattanooga,TN,373,Chattanooga,TN
37415,44009,Chattanooga,TN,373,Chattanooga,TN
37416,44009,Chattanooga,TN,373,Chattanooga,TN
37419,44009,Chattanooga,TN,373,Chattanooga,TN
37421,44009,Chattanooga,TN,373,Chattanooga,TN
37422,44009,Chattanooga,TN,373,Chattanooga,TN
37424,44009,Chattanooga,TN,373,Chattanooga,TN
37450,44009,Chattanooga,TN,373,Chattanooga,TN
37501,44059,Memphis,TN,379,Memphis,TN
37544,44059,Memphis,TN,379,Memphis,TN
37601,44041,Johnson City,TN,375,Johnson City,TN
37602,44041,Johnson City,TN,375,Johnson City,TN
37604,44041,Johnson City,TN,375,Johnson City,TN
37605,44041,Johnson City,TN,375,Johnson City,TN
37614,44041,Johnson City,TN,375,Johnson City,TN
37615,44041,Johnson City,TN,375,Johnson City,TN
37616,44030,Greeneville,TN,377,Knoxville,TN
37617,44042,Kingsport,TN,376,Kingsport,TN
37618,44003,Bristol,TN,376,Kingsport,TN
37620,44003,Bristol,TN,376,Kingsport,TN
37621,44003,Bristol,TN,376,Kingsport,TN
37625,44003,Bristol,TN,376,Kingsport,TN
37640,44041,Johnson City,TN,375,Johnson City,TN
37641,44041,Johnson City,TN,375,Johnson City,TN
37642,44042,Kingsport,TN,376,Kingsport,TN
37643,44041,Johnson City,TN,375,Johnson City,TN
37644,44041,Johnson City,TN,375,Johnson City,TN
37645,44042,Kingsport,TN,376,Kingsport,TN
37650,44023,Erwin,TN,375,Johnson City,TN
37656,44042,Kingsport,TN,376,Kingsport,TN
37657,44023,Erwin,TN,375,Johnson City,TN
37658,44041,Johnson City,TN,375,Johnson City,TN
37659,44041,Johnson City,TN,375,Johnson City,TN
37660,44042,Kingsport,TN,376,Kingsport,TN
37662,44042,Kingsport,TN,376,Kingsport,TN
37663,44042,Kingsport,TN,376,Kingsport,TN
37664,44042,Kingsport,TN,376,Kingsport,TN
37665,44042,Kingsport,TN,376,Kingsport,TN
37669,44042,Kingsport,TN,376,Kingsport,TN
37680,34010,Boone,NC,375,Johnson City,TN
37681,44041,Johnson City,TN,375,Johnson City,TN
37682,44041,Johnson City,TN,375,Johnson City,TN
37683,34010,Boone,NC,375,Johnson City,TN
37684,44041,Johnson City,TN,375,Johnson City,TN
37686,44041,Johnson City,TN,375,Johnson City,TN
37687,44041,Johnson City,TN,375,Johnson City,TN
37688,44003,Bristol,TN,376,Kingsport,TN
37690,44041,Johnson City,TN,375,Johnson City,TN
37691,34010,Boone,NC,375,Johnson City,TN
37692,44041,Johnson City,TN,375,Johnson City,TN
37694,44041,Johnson City,TN,375,Johnson City,TN
37699,44003,Bristol,TN,376,Kingsport,TN
37701,44056,Maryville,TN,377,Knoxville,TN
37705,44065,Oak Ridge,TN,377,Knoxville,TN
37707,44086,Tazewell,TN,377,Knoxville,TN
37708,44061,Morristown,TN,377,Knoxville,TN
37709,44043,Knoxville,TN,377,Knoxville,TN
37710,44065,Oak Ridge,TN,377,Knoxville,TN
37711,44030,Greeneville,TN,377,Knoxville,TN
37713,44064,Newport,TN,377,Knoxville,TN
37714,44044,La Follette,TN,377,Knoxville,TN
37715,44040,Jellico,TN,377,Knoxville,TN
37716,44065,Oak Ridge,TN,377,Knoxville,TN
37717,44065,Oak Ridge,TN,377,Knoxville,TN
37719,44065,Oak Ridge,TN,377,Knoxville,TN
37721,44043,Knoxville,TN,377,Knoxville,TN
37722,44064,Newport,TN,377,Knoxville,TN
37723,44016,Crossville,TN,380,Nashville,TN
37724,44086,Tazewell,TN,377,Knoxville,TN
37725,44043,Knoxville,TN,377,Knoxville,TN
37726,44065,Oak Ridge,TN,377,Knoxville,TN
37727,44064,Newport,TN,377,Knoxville,TN
37729,44040,Jellico,TN,377,Knoxville,TN
37730,44040,Jellico,TN,377,Knoxville,TN
37731,44042,Kingsport,TN,376,Kingsport,TN
37732,44066,Oneida,TN,377,Knoxville,TN
37733,44065,Oak Ridge,TN,377,Knoxville,TN
37737,44056,Maryville,TN,377,Knoxville,TN
37738,44077,Sevierville,TN,377,Knoxville,TN
37742,44056,Maryville,TN,377,Knoxville,TN
37743,44030,Greeneville,TN,377,Knoxville,TN
37744,44030,Greeneville,TN,377,Knoxville,TN
37745,44030,Greeneville,TN,377,Knoxville,TN
37748,44031,Harriman,TN,377,Knoxville,TN
37752,44086,Tazewell,TN,377,Knoxville,TN
37753,44064,Newport,TN,377,Knoxville,TN
37754,44043,Knoxville,TN,377,Knoxville,TN
37755,44066,Oneida,TN,377,Knoxville,TN
37756,44066,Oneida,TN,377,Knoxville,TN
37757,44044,La Follette,TN,377,Knoxville,TN
37760,44039,Jefferson City,TN,377,Knoxville,TN
37762,44040,Jellico,TN,377,Knoxville,TN
37763,44043,Knoxville,TN,377,Knoxville,TN
37764,44043,Knoxville,TN,377,Knoxville,TN
37765,44042,Kingsport,TN,376,Kingsport,TN
37766,44044,La Follette,TN,377,Knoxville,TN
37769,44065,Oak Ridge,TN,377,Knoxville,TN
37770,44065,Oak Ridge,TN,377,Knoxville,TN
37771,44043,Knoxville,TN,377,Knoxville,TN
37772,44043,Knoxville,TN,377,Knoxville,TN
37773,44086,Tazewell,TN,377,Knoxville,TN
37774,44043,Knoxville,TN,377,Knoxville,TN
37777,44043,Knoxville,TN,377,Knoxville,TN
37778,44061,Morristown,TN,377,Knoxville,TN
37779,44043,Knoxville,TN,377,Knoxville,TN
37801,44056,Maryville,TN,377,Knoxville,TN
37802,44056,Maryville,TN,377,Knoxville,TN
37803,44056,Maryville,TN,377,Knoxville,TN
37804,44056,Maryville,TN,377,Knoxville,TN
37806,44043,Knoxville,TN,377,Knoxville,TN
37807,44043,Knoxville,TN,377,Knoxville,TN
37809,44030,Greeneville,TN,377,Knoxville,TN
37810,44030,Greeneville,TN,377,Knoxville,TN
37811,44061,Morristown,TN,377,Knoxville,TN
37813,44061,Morristown,TN,377,Knoxville,TN
37814,44061,Morristown,TN,377,Knoxville,TN
37815,44061,Morristown,TN,377,Knoxville,TN
37816,44061,Morristown,TN,377,Knoxville,TN
37818,44030,Greeneville,TN,377,Knoxville,TN
37819,44040,Jellico,TN,377,Knoxville,TN
37820,44039,Jefferson City,TN,377,Knoxville,TN
37821,44064,Newport,TN,377,Knoxville,TN
37822,44064,Newport,TN,377,Knoxville,TN
37824,44086,Tazewell,TN,377,Knoxville,TN
37825,44086,Tazewell,TN,377,Knoxville,TN
37826,44001,Athens,TN,377,Knoxville,TN
37828,44065,Oak Ridge,TN,377,Knoxville,TN
37829,44031,Harriman,TN,377,Knoxville,TN
37830,44065,Oak Ridge,TN,377,Knoxville,TN
37831,44065,Oak Ridge,TN,377,Knoxville,TN
37840,44031,Harriman,TN,377,Knoxville,TN
37841,44066,Oneida,TN,377,Knoxville,TN
37843,44064,Newport,TN,377,Knoxville,TN
37845,44065,Oak Ridge,TN,377,Knoxville,TN
37846,44043,Knoxville,TN,377,Knoxville,TN
37847,44066,Oneida,TN,377,Knoxville,TN
37848,44043,Knoxville,TN,377,Knoxville,TN
37849,44043,Knoxville,TN,377,Knoxville,TN
37851,44040,Jellico,TN,377,Knoxville,TN
37852,44066,Oneida,TN,377,Knoxville,TN
37853,44056,Maryville,TN,377,Knoxville,TN
37854,44073,Rockwood,TN,377,Knoxville,TN
37857,44074,Rogersville,TN,377,Knoxville,TN
37860,44061,Morristown,TN,377,Knoxville,TN
37861,44043,Knoxville,TN,377,Knoxville,TN
37862,44077,Sevierville,TN,377,Knoxville,TN
37863,44077,Sevierville,TN,377,Knoxville,TN
37864,44077,Sevierville,TN,377,Knoxville,TN
37865,44043,Knoxville,TN,377,Knoxville,TN
37866,44086,Tazewell,TN,377,Knoxville,TN
37867,44086,Tazewell,TN,377,Knoxville,TN
37868,44077,Sevierville,TN,377,Knoxville,TN
37869,44061,Morristown,TN,377,Knoxville,TN
37870,44086,Tazewell,TN,377,Knoxville,TN
37871,44043,Knoxville,TN,377,Knoxville,TN
37872,44065,Oak Ridge,TN,377,Knoxville,TN
37873,44042,Kingsport,TN,376,Kingsport,TN
37874,44085,Sweetwater,TN,377,Knoxville,TN
37876,44077,Sevierville,TN,377,Knoxville,TN
37877,44043,Knoxville,TN,377,Knoxville,TN
37878,44056,Maryville,TN,377,Knoxville,TN
37879,44086,Tazewell,TN,377,Knoxville,TN
37880,44043,Knoxville,TN,377,Knoxville,TN
37881,44061,Morristown,TN,377,Knoxville,TN
37882,44056,Maryville,TN,377,Knoxville,TN
37885,44056,Maryville,TN,377,Knoxville,TN
37886,44056,Maryville,TN,377,Knoxville,TN
37887,44031,Harriman,TN,377,Knoxville,TN
37888,44043,Knoxville,TN,377,Knoxville,TN
37890,44061,Morristown,TN,377,Knoxville,TN
37891,44061,Morristown,TN,377,Knoxville,TN
37892,44066,Oneida,TN,377,Knoxville,TN
37901,44043,Knoxville,TN,377,Knoxville,TN
37902,44043,Knoxville,TN,377,Knoxville,TN
37909,44043,Knoxville,TN,377,Knoxville,TN
37912,44043,Knoxville,TN,377,Knoxville,TN
37914,44043,Knoxville,TN,377,Knoxville,TN
37915,44043,Knoxville,TN,377,Knoxville,TN
37916,44043,Knoxville,TN,377,Knoxville,TN
37917,44043,Knoxville,TN,377,Knoxville,TN
